match_idx,y,w_b1,w_b2,w_b3,w_b4,pH_mix,pD_mix,pA_mix,pH_eq,pD_eq,pA_eq
90,1,0.5082487096019075,0.1547094853021834,0.17412737448386387,0.16291443061204533,0.5899843660431814,0.2618478046618712,0.14816782929494743,0.6116790822193525,0.25817989080696874,0.13014102697367882
91,0,0.6248007703043996,0.11707925241453676,0.13675733222360936,0.12136264505745431,0.8832366593371673,0.03690606222066347,0.07985727844216918,0.9113091811395636,0.011310446266369551,0.07738037259406681
92,1,0.7053729407119598,0.08969749871488043,0.10970459926436361,0.09522496130879606,0.484078229520109,0.3482511836151408,0.1676705868647504,0.4684800401592753,0.3321326502180513,0.19938730962267345
93,2,0.6104681393818985,0.1206474297763633,0.14143827183848856,0.12744615900324985,0.24830361829062061,0.41128309430627297,0.34041328740310645,0.2203643838006653,0.4318509421041426,0.34778467409519215
94,2,0.7168629724992306,0.08689076046283277,0.10580586256716519,0.09044040447077147,0.5110458453554743,0.24961716212225685,0.23933699252226884,0.5363160995932734,0.23853126910923386,0.2251526312974926
95,2,0.6254999095366665,0.11683663728718077,0.1365126474711336,0.12115080570501915,0.4875354586403324,0.17385387633803076,0.33861066502163695,0.5352258532871526,0.1673746328416877,0.29739951387115976
96,0,0.7041428803588363,0.0901436012263063,0.11013213078891233,0.095581387625945,0.1585429453527943,0.6258811609433934,0.21557589370381222,0.14965942476614638,0.6110273553781126,0.239313219855741
97,0,0.5236493935703662,0.15102279333669935,0.16931718701939455,0.15601062607353988,0.5162723780500577,0.21886287777066918,0.2648647441792732,0.5306867061290285,0.21621982400988013,0.25309346986109144
98,2,0.6251240332915307,0.11695500598953751,0.13664940042431076,0.12127156029462104,0.030991616698594366,0.7245211961120137,0.24448718718939194,0.011546661663205914,0.7383440214642891,0.2501093168725049
99,1,0.7169495033275627,0.08685549202031745,0.1057773089993481,0.09041769565277169,0.2583885279390479,0.4299906705039878,0.3116208015569643,0.28653897741237366,0.4304358385777075,0.28302518400991883
100,1,0.5083443191306373,0.15469266975645565,0.17408789793436072,0.1628751131785464,0.39448288011838284,0.5162657780859432,0.08925134179567394,0.3989693803718199,0.4940663756139623,0.10696424401421784
101,2,0.7051069014581358,0.08976516000189848,0.1098095859162282,0.09531835262373739,0.28768540142008503,0.48173098344070125,0.2305836151392138,0.2656583926813671,0.4895050541785961,0.2448365531400368
102,2,0.523339367273391,0.15114560454157872,0.16941721330774054,0.15609781487728977,0.4281176103244737,0.23689504802320263,0.33498734165232363,0.42583469746997754,0.21422930713701221,0.35993599539301036
103,2,0.5220987576366973,0.15164832645899773,0.1698127021154307,0.15644021378887424,0.47835118403982574,0.2798874815103854,0.2417613344497889,0.4751142497714327,0.25862147455937473,0.26626427566919264
104,2,0.5226748624777151,0.15145272139171487,0.16961302323519686,0.15625939289537327,0.17196771132730929,0.21277066252821944,0.6152616261444713,0.2083788708940969,0.19585976196709678,0.5957613671388063
105,1,0.6251437219553706,0.1169852324082598,0.1366265288733912,0.12124451676297848,0.7466192462914917,0.23928672739748735,0.014094026311021165,0.7326321875444605,0.23973753984376606,0.027630272611773466
106,2,0.5220344508547405,0.15166533557734932,0.169837034312916,0.15646317925499417,0.3026931723945175,0.25928728835212395,0.4380195392533586,0.3120164839321271,0.2486429525688223,0.43934056349905054
107,2,0.6108364838408386,0.12051236144844728,0.14131326346441278,0.12733789124630127,0.3017623061490076,0.14173950895103943,0.5564981848999531,0.29853722070065813,0.1010653254798239,0.6003974538195179
108,1,0.5231489295308919,0.15124982652028446,0.16946646834699772,0.15613477560182593,0.31138941258190617,0.31041482065982845,0.37819576675826533,0.31369530365773424,0.3231204748643817,0.3631842214778841
109,2,0.5222809202711942,0.15160433862898007,0.16974199979857796,0.15637274130124773,0.22683144576346584,0.28476547650154377,0.4884030777349904,0.21468147923944125,0.2944005816305576,0.4909179391300011
110,1,0.5084781678132865,0.15470569716625018,0.17401731679931734,0.1627988182211461,0.320763496431249,0.6335362036044184,0.04570029996433246,0.3164543581487588,0.6500819979983418,0.03346364385289952
111,0,0.5226615571959545,0.15145386094415716,0.16961906534905438,0.15626551651083398,0.4121217815275507,0.5284610555514956,0.059417162920953615,0.392974144636454,0.5332392221432871,0.07378663322025883
112,0,0.5228232436011003,0.1513251517909538,0.1695942789959258,0.1562573256120202,0.2694772897847066,0.5049894377563879,0.22553327245890548,0.273412692143889,0.48997138490853254,0.23661592294757852
113,0,0.6246910920377383,0.11712879138847863,0.13679076736691506,0.12138934920686793,0.6000181229011964,0.03688724817648287,0.36309462892232075,0.5941512086356657,0.05631304862680426,0.3495357427375301
114,0,0.7049851794794836,0.08984136081229226,0.10983796906475202,0.09533549064347213,0.7322733136380271,0.12068507935676484,0.14704160700520805,0.7202901491763125,0.1182956173771686,0.16141423344651903
115,2,0.7166620899719239,0.0869599701497112,0.10587771110471514,0.09050022877364966,0.3215802884781882,0.2578092089798912,0.42061050254192067,0.31403900869682433,0.28482952787301324,0.40113146343016237
116,0,0.6259859062059323,0.1166244027267794,0.1363613502092346,0.12102834085805365,0.6015419492466573,0.24211212099851886,0.1563459297548239,0.6098332673932114,0.2421144892238811,0.14805224338290746
117,1,0.7176412442234849,0.08662607490420535,0.10552598743686276,0.09020669343544704,0.45686848259025103,0.28427098150436975,0.2588605359053793,0.4609932212513091,0.2496717226327417,0.2893350561159491
118,2,0.7038338823566728,0.09025512123609336,0.11023976441303293,0.09567123199420106,0.3428504935531636,0.13414997932695247,0.522999527119884,0.3197540578779335,0.134196643317935,0.5460492988041316
119,2,0.5081244155783331,0.15479363036760635,0.17415261031423307,0.1629293437398275,0.4271338634469601,0.2956169888108462,0.27724914774219384,0.43430824853654126,0.26920953070823,0.2964822207552288
120,2,0.7049566011097873,0.08981551130904185,0.10986363215300718,0.0953642554281637,0.5381342983741372,0.11776044361839869,0.3441052580074641,0.5417663753343696,0.11255673739742646,0.34567688726820395
121,0,0.5076231591408318,0.15499754197647075,0.1743110987148117,0.16306820016788567,0.5018251701665838,0.15375482040199132,0.34442000943142476,0.48986258092620166,0.15864435702512644,0.3514930620486718
122,2,0.5221461980020332,0.1516398528839852,0.16979302631273507,0.15642092280124645,0.3977909728099219,0.21704734588178942,0.38516168130828865,0.3936214680589444,0.2015163115719371,0.4048622203691185
123,1,0.7166140449776814,0.08697395616857954,0.1058960220830727,0.0905159767706663,0.3376576590731607,0.42395829622241404,0.23838404470442517,0.34697668904401313,0.4348197576810532,0.21820355327493374
124,0,0.5229080132034646,0.15132527007872532,0.16955266104872113,0.15621405566908883,0.5466688832438631,0.07534878334917572,0.3779823334069612,0.5616217452076838,0.05683866408464268,0.3815395907076735
125,0,0.6110954426876762,0.1203920748148519,0.14123618335811813,0.1272762991393537,0.3352548690472292,0.38969649796159045,0.2750486329911804,0.3175899774055189,0.35222897823290633,0.33018104436157475
126,0,0.5227197512396928,0.1514202767722406,0.1696047498399453,0.15625522214812126,0.5759587527735737,0.31398089621090997,0.11006035101551633,0.5890382345195723,0.31218584438020996,0.09877592110021775
127,2,0.6110088165431984,0.12043031761098852,0.14126281928328205,0.12729804656253108,0.41489052962652795,0.2243407573033531,0.3607687130701189,0.42399364591105326,0.20643932651931798,0.3695670275696287
128,0,0.7052815197995734,0.08972450589422344,0.10973904505030688,0.09525492925589632,0.5250817096255447,0.2702607338398296,0.2046575565346257,0.5386811812734115,0.24907459067817309,0.21224422804841533
129,0,0.6256842366211794,0.1167658550371251,0.1364510762388377,0.1210988321028577,0.451475694588818,0.2425651500342999,0.3059591553768821,0.4279387236611993,0.22950949550041583,0.3425517808383849
130,2,0.7052259279523846,0.08972031934966787,0.10976894232655798,0.09528481037138954,0.5577939042343909,0.33638716956924863,0.10581892619636037,0.550882499469294,0.3325354806263978,0.11658201990430805
131,1,0.5079657716936311,0.15483117080945077,0.1742140773385409,0.16298898015837715,0.3002362467496414,0.4875651556156755,0.21219859763468316,0.31325979078662936,0.4641363799935877,0.22260382921978297
132,1,0.5236694180513989,0.15103641697725528,0.16930160026522206,0.15599256470612377,0.16951566559778578,0.36488165523442345,0.4656026791677908,0.1827792620756831,0.3691025210750344,0.4481182168492825
133,1,0.7054259241548653,0.08964051560217957,0.10970258677411816,0.0952309734688369,0.5800968327131778,0.3654829879937436,0.054420179293078644,0.6271451814405378,0.3473469140576823,0.025507904501779838
134,0,0.717977734782502,0.08646693362283231,0.10542460375699339,0.09013072783767224,0.46946611787218473,0.40651497953547594,0.12401890259233943,0.48365529320647904,0.4324681380981596,0.08387656869536135
135,1,0.7041944750758227,0.09009555683979545,0.11012694143623804,0.09558302664814378,0.3184599850521703,0.3309664757863794,0.3505735391614503,0.35299146385573066,0.33185798445857095,0.3151505516856984
136,1,0.7178633204250229,0.08654440350296116,0.10544882379453308,0.09014345227748291,0.302697790925896,0.5176381820408992,0.17966402703320491,0.29179501434932914,0.51841519011258,0.1897897955380909
137,1,0.6250607429622925,0.11696296657971335,0.13667758869757046,0.12129870176042386,0.6350117319366547,0.17257382524938264,0.1924144428139627,0.6558474555284108,0.14762017433299843,0.1965323701385908
138,2,0.5085483009870095,0.15460673493759228,0.17402463902748774,0.16282032504791047,0.25375700438727666,0.513519829854541,0.23272316575818228,0.26229444532660257,0.4881970301011308,0.24950852457226655
139,2,0.6114519085474014,0.12028578949361181,0.14110478538257182,0.12715751657641516,0.41973153506175026,0.13001418730264547,0.4502542776356042,0.39476024337311694,0.11792439654473205,0.48731536008215093
140,0,0.5224743445715649,0.1515348801489786,0.16967656164693118,0.15631421363252523,0.3023474450770117,0.2657501103799232,0.4319024445430652,0.3005165407064875,0.2497291352854049,0.44975432400810766
141,0,0.717350907084426,0.08671938199096377,0.10563278181633587,0.09029692910827429,0.45387912173197537,0.2526783195186865,0.2934425587493381,0.49670001468005615,0.21891820479798643,0.28438178052195734
142,0,0.7166471152504694,0.08695824314358545,0.10588609044948212,0.09050855115646306,0.5623685219393347,0.14599566943898562,0.29163580862167965,0.5586225145115868,0.10574507499609759,0.3356324104923157
143,2,0.7176651765029136,0.0865869102789027,0.10553100041541512,0.09021691280276861,0.24398113791112802,0.6942784465054024,0.061740415583469536,0.2572706353995493,0.7047502840834762,0.037979080516974476
144,0,0.7176698000482085,0.08659080522204698,0.10552693781980498,0.09021245690993962,0.4527265086367413,0.13412029734838227,0.4131531940148764,0.45224315889719946,0.13056014548439887,0.41719669561840167
145,1,0.7175471704533871,0.08663514772750226,0.10556987943409181,0.09024780238501871,0.74489322906536,0.12191865862763349,0.13318811230700647,0.7449098573591454,0.10852829388636624,0.1465618487544884
146,0,0.6259666158357086,0.11662115181700532,0.13637238904586732,0.12103984330141879,0.5427531044501233,0.13859364220351375,0.3186532533463631,0.5687545317051784,0.1354983949782546,0.29574707331656697
147,0,0.5219954258847886,0.15168656761396695,0.16984718022898024,0.15647082627226408,0.5323564701476408,0.19714554325293118,0.2704979865994281,0.5356564203387401,0.1855525983309965,0.2787909813302634
